Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
29.0,Male,Master's,5.0,5,10.98144038,62.0,92.0,11.0,Aggressive,1
45.0,Male,PhD,2.0,4,38.52720819,50.0,43.0,12.0,Moderate,0
38.0,Male,Bachelor's (Type 2),0.0,2,38.3209915,8.0,4.0,18.0,Aggressive,0
26.0,Male,Bachelor's (Type 2),15.0,3,8.275865019,12.0,54.0,43.0,Aggressive,1
49.0,Male,Bachelor's (Type 2),6.0,3,44.89891912,39.0,92.0,88.0,Moderate,0
22.0,Male,Bachelor's (Type 1),3.0,2,14.45948697,54.0,29.0,94.0,Moderate,0
32.0,Male,Bachelor's (Type 2),0.0,2,50.11280305,78.0,28.0,58.0,Aggressive,0
32.0,Male,Master's,14.0,4,20.1451507,42.0,25.0,36.0,Moderate,0
37.0,Male,Bachelor's (Type 2),7.0,3,9.894202937,43.0,82.0,24.0,Moderate,0
47.0,Female,Bachelor's (Type 1),11.0,3,18.58600557,67.0,25.0,15.0,Conservative,0
49.0,Female,Master's,5.0,1,23.00901643,32.0,36.0,37.0,Moderate,0
45.0,Female,Bachelor's (Type 2),5.0,5,4.465388652,23.0,90.0,42.0,Aggressive,0
39.0,Male,Master's,1.0,5,29.91091906,35.0,93.0,86.0,Moderate,0
47.0,Female,Bachelor's (Type 2),14.0,1,30.88162199,9.0,52.0,13.0,Moderate,0
27.0,Female,Bachelor's (Type 2),0.0,5,37.94652277,99.0,29.0,5.0,Aggressive,0
48.0,Female,Bachelor's (Type 1),12.0,2,2.458494615,19.0,2.0,88.0,Conservative,0
50.0,Male,Bachelor's (Type 1),13.0,5,28.06191072,74.0,42.0,22.0,Moderate,0
28.0,Male,PhD,13.0,5,3.645371664,11.0,6.0,59.0,Conservative,0
26.0,Male,Bachelor's (Type 2),1.0,1,36.057211,61.0,48.0,11.0,Moderate,0
20.0,Male,PhD,3.0,4,3.786399285,17.0,72.0,12.0,Moderate,0
22.0,Female,Bachelor's (Type 2),1.0,5,46.58639242,93.0,40.0,99.0,Moderate,0
32.0,Female,Bachelor's (Type 1),15.0,5,36.10412834,100.0,76.0,97.0,Moderate,1
47.0,Female,Bachelor's (Type 1),0.0,4,26.36948825,62.0,78.0,5.0,Moderate,0
49.0,Female,Bachelor's (Type 2),6.0,1,23.07519616,83.0,53.0,62.0,Conservative,1
44.0,Male,PhD,10.0,4,7.533631521,24.0,68.0,37.0,Moderate,0
50.0,Male,Bachelor's (Type 2),10.0,1,15.54996948,11.0,92.0,49.0,Conservative,0
47.0,Male,Bachelor's (Type 2),14.0,2,44.44795525,20.0,98.0,51.0,Conservative,0
36.0,Female,Bachelor's (Type 2),11.0,1,46.22264058,24.0,90.0,39.0,Conservative,0
44.0,Male,Bachelor's (Type 1),7.0,2,1.037385419,10.0,26.0,7.0,Moderate,0
43.0,Male,Bachelor's (Type 2),5.0,2,30.70681957,63.0,7.0,60.0,Moderate,0
20.0,Female,Bachelor's (Type 1),3.0,1,36.96503045,72.0,31.0,7.0,Aggressive,0
25.0,Female,Master's,13.0,3,31.93734912,49.0,83.0,96.0,Moderate,1
40.0,Male,Bachelor's (Type 2),5.0,1,5.083988243,61.0,63.0,33.0,Aggressive,0
25.0,Male,Bachelor's (Type 2),2.0,5,11.88624494,88.0,9.0,78.0,Aggressive,1
45.0,Male,Bachelor's (Type 2),11.0,5,13.51701337,98.0,12.0,99.0,Aggressive,1
31.0,Male,Bachelor's (Type 2),7.0,3,42.58623157,95.0,62.0,59.0,Conservative,0
32.0,Male,PhD,9.0,2,24.15997182,48.0,92.0,56.0,Conservative,0
32.0,Male,Bachelor's (Type 2),13.0,3,25.3414106,13.0,34.0,98.0,Moderate,0
48.0,Female,Bachelor's (Type 1),12.0,5,47.74465233,0.0,60.0,45.0,Moderate,0
34.0,Female,Bachelor's (Type 2),12.0,3,32.85429444,80.0,53.0,21.0,Moderate,0
40.0,Female,Bachelor's (Type 1),1.0,1,45.93338508,24.0,7.0,86.0,Moderate,0
35.0,Male,Bachelor's (Type 1),4.0,3,23.82544277,58.0,28.0,39.0,Moderate,0
41.0,Female,PhD,0.0,2,8.471812926,71.0,94.0,44.0,Moderate,0
40.0,Male,Master's,5.0,1,47.4967797,68.0,40.0,54.0,Moderate,0
30.0,Male,PhD,1.0,4,23.93525578,4.0,29.0,50.0,Moderate,0
47.0,Female,Bachelor's (Type 2),3.0,5,10.08157109,98.0,85.0,85.0,Moderate,0
24.0,Male,Bachelor's (Type 2),5.0,5,16.11978702,18.0,20.0,4.0,Moderate,0
23.0,Male,Bachelor's (Type 1),9.0,3,3.540129484,22.0,75.0,94.0,Conservative,0
22.0,Female,Bachelor's (Type 2),10.0,1,24.41502957,8.0,10.0,12.0,Aggressive,0
38.0,Female,Master's,7.0,4,43.6564086,93.0,1.0,27.0,Moderate,0
39.0,Female,Bachelor's (Type 2),11.0,1,47.6790228,49.0,49.0,83.0,Moderate,0
44.0,Male,Master's,7.0,5,47.63011038,15.0,40.0,96.0,Aggressive,1
37.0,Female,Master's,10.0,1,7.261501281,32.0,65.0,79.0,Moderate,1
34.0,Female,Bachelor's (Type 1),5.0,4,20.10269413,1.0,97.0,61.0,Aggressive,1
28.0,Male,Bachelor's (Type 2),3.0,3,2.411437983,13.0,2.0,92.0,Moderate,0
36.0,Female,Bachelor's (Type 2),7.0,2,43.75826725,0.0,79.0,86.0,Moderate,0
33.0,Female,Bachelor's (Type 2),12.0,1,18.9377881,89.0,50.0,23.0,Moderate,0
34.0,Female,Master's,7.0,2,32.55585139,57.0,67.0,97.0,Moderate,1
50.0,Male,Bachelor's (Type 2),9.0,5,36.7449219,88.0,86.0,6.0,Aggressive,1
20.0,Male,Bachelor's (Type 1),13.0,3,22.49223349,15.0,83.0,37.0,Moderate,0
40.0,Male,Bachelor's (Type 2),0.0,3,16.32211683,78.0,24.0,36.0,Aggressive,0
41.0,Male,PhD,15.0,1,49.11064551,89.0,29.0,67.0,Conservative,1
41.0,Female,Bachelor's (Type 1),3.0,3,49.22441125,46.0,81.0,97.0,Conservative,0
22.0,Male,Master's,3.0,1,15.4718184,43.0,10.0,41.0,Moderate,0
35.0,Male,Bachelor's (Type 2),6.0,1,24.98125484,79.0,92.0,85.0,Conservative,1
42.0,Female,Master's,15.0,2,49.64220793,13.0,16.0,4.0,Moderate,0
44.0,Female,Master's,13.0,3,1.243420383,92.0,25.0,63.0,Conservative,1
30.0,Female,Bachelor's (Type 2),13.0,1,21.63391242,23.0,22.0,49.0,Moderate,0
31.0,Male,Bachelor's (Type 2),10.0,2,6.022877484,54.0,55.0,86.0,Aggressive,1
29.0,Male,Master's,6.0,4,26.45789828,14.0,51.0,14.0,Conservative,0
35.0,Male,Bachelor's (Type 2),15.0,2,2.233497727,82.0,47.0,94.0,Aggressive,1
27.0,Female,Master's,12.0,2,21.34492157,71.0,19.0,72.0,Aggressive,1
25.0,Female,Bachelor's (Type 1),10.0,1,12.03495374,33.0,1.0,52.0,Aggressive,0
31.0,Male,Master's,14.0,5,27.66541812,1.0,87.0,24.0,Moderate,0
43.0,Female,Master's,7.0,5,50.79968246,26.0,30.0,88.0,Moderate,0
47.0,Female,PhD,15.0,5,41.02680526,73.0,26.0,84.0,Moderate,1
40.0,Female,Bachelor's (Type 1),10.0,2,43.28210458,98.0,1.0,8.0,Conservative,0
27.0,Male,Bachelor's (Type 2),4.0,1,32.76324937,86.0,77.0,37.0,Aggressive,1
45.0,Female,Bachelor's (Type 2),6.0,3,3.077992414,71.0,3.0,21.0,Conservative,0
47.0,Female,Bachelor's (Type 2),7.0,2,11.3398838,91.0,12.0,86.0,Conservative,0
23.0,Male,Bachelor's (Type 2),15.0,2,47.25322782,22.0,99.0,48.0,Aggressive,1
45.0,Male,Bachelor's (Type 1),14.0,1,19.3056559,67.0,34.0,67.0,Moderate,0
27.0,Female,Master's,8.0,4,6.181836324,13.0,71.0,92.0,Conservative,1
45.0,Female,Bachelor's (Type 2),2.0,2,36.12026829,62.0,65.0,14.0,Moderate,0
47.0,Male,Bachelor's (Type 1),2.0,4,15.9728862,92.0,5.0,64.0,Moderate,0
37.0,Male,Bachelor's (Type 2),3.0,4,14.44284565,64.0,30.0,53.0,Moderate,0
47.0,Female,Bachelor's (Type 2),4.0,5,50.89887278,67.0,9.0,29.0,Moderate,0
47.0,Female,Bachelor's (Type 1),9.0,1,43.90694625,62.0,20.0,92.0,Aggressive,1
24.0,Female,PhD,0.0,4,21.39689092,95.0,73.0,19.0,Moderate,0
28.0,Female,PhD,14.0,1,50.01306039,96.0,22.0,32.0,Aggressive,1
23.0,Male,Bachelor's (Type 2),14.0,5,33.50566117,89.0,2.0,99.0,Moderate,0
46.0,Female,Bachelor's (Type 1),6.0,1,38.10112259,80.0,31.0,85.0,Conservative,0
41.0,Female,Master's,8.0,2,2.575652154,86.0,19.0,76.0,Moderate,1
50.0,Male,Bachelor's (Type 2),7.0,4,7.080262967,63.0,73.0,6.0,Conservative,0
36.0,Female,Bachelor's (Type 2),14.0,1,32.65425632,31.0,28.0,7.0,Moderate,0
28.0,Male,Bachelor's (Type 2),14.0,3,45.95119913,78.0,51.0,27.0,Moderate,0
20.0,Female,Bachelor's (Type 2),4.0,1,32.1871863,12.0,45.0,44.0,Moderate,0
40.0,Female,Bachelor's (Type 2),13.0,4,7.701244716,65.0,33.0,72.0,Conservative,0
39.0,Male,Bachelor's (Type 2),13.0,5,6.788002312,18.0,100.0,88.0,Moderate,0
32.0,Male,Bachelor's (Type 2),3.0,5,43.20929479,23.0,83.0,79.0,Aggressive,1
47.0,Female,PhD,11.0,4,7.965116935,87.0,60.0,73.0,Conservative,1
35.0,Female,Bachelor's (Type 2),6.0,2,27.01159803,10.0,71.0,10.0,Moderate,0
48.0,Female,Master's,4.0,2,2.855665998,58.0,70.0,30.0,Aggressive,1
32.0,Male,Master's,6.0,5,5.03348837,85.0,69.0,11.0,Moderate,1
33.0,Female,Bachelor's (Type 2),11.0,5,34.61741338,14.0,10.0,94.0,Conservative,0
22.0,Male,Bachelor's (Type 2),0.0,4,35.45907052,9.0,81.0,77.0,Moderate,0
48.0,Male,Bachelor's (Type 2),0.0,2,18.07347033,40.0,92.0,50.0,Moderate,0
25.0,Female,Bachelor's (Type 2),15.0,5,11.78048826,26.0,88.0,43.0,Conservative,0
37.0,Male,Master's,9.0,2,41.68551354,59.0,62.0,95.0,Moderate,1
38.0,Female,Bachelor's (Type 2),13.0,5,11.85516147,72.0,20.0,49.0,Moderate,0
24.0,Female,PhD,12.0,1,28.10135348,51.0,2.0,16.0,Aggressive,1
34.0,Female,Bachelor's (Type 1),2.0,3,49.41044204,27.0,81.0,34.0,Aggressive,0
44.0,Female,Bachelor's (Type 1),13.0,1,8.392621893,64.0,87.0,0.0,Moderate,0
21.0,Female,Bachelor's (Type 2),10.0,5,48.04381337,16.0,9.0,28.0,Conservative,0
29.0,Male,Bachelor's (Type 2),1.0,3,10.14465265,94.0,26.0,50.0,Aggressive,0
43.0,Male,Bachelor's (Type 2),1.0,3,29.3721604,43.0,11.0,63.0,Moderate,0
49.0,Female,Bachelor's (Type 2),6.0,5,19.8503856,9.0,6.0,3.0,Aggressive,0
37.0,Female,Bachelor's (Type 2),11.0,5,49.24643008,62.0,16.0,86.0,Moderate,0
46.0,Male,Bachelor's (Type 1),9.0,2,14.67710145,100.0,64.0,27.0,Aggressive,1
32.0,Male,PhD,1.0,5,20.9829001,92.0,63.0,15.0,Aggressive,1
24.0,Male,Bachelor's (Type 2),10.0,4,50.14300589,81.0,25.0,62.0,Aggressive,1
42.0,Male,Master's,3.0,5,27.82351956,46.0,14.0,75.0,Moderate,0
43.0,Female,Master's,1.0,4,26.13150578,37.0,32.0,52.0,Moderate,0
20.0,Female,PhD,5.0,5,13.88892441,69.0,61.0,84.0,Aggressive,1
41.0,Male,Bachelor's (Type 1),7.0,2,36.06817802,75.0,100.0,16.0,Conservative,0
20.0,Female,Master's,9.0,4,1.718647589,52.0,46.0,39.0,Aggressive,1
37.0,Male,Bachelor's (Type 2),15.0,1,3.475631485,77.0,94.0,12.0,Moderate,0
34.0,Female,Bachelor's (Type 2),3.0,4,30.96792936,43.0,34.0,51.0,Conservative,0
36.0,Male,Bachelor's (Type 2),14.0,2,18.08372869,73.0,64.0,57.0,Moderate,0
30.0,Female,Master's,4.0,4,48.66581861,53.0,71.0,95.0,Moderate,0
40.0,Male,Bachelor's (Type 2),3.0,5,46.15953454,19.0,75.0,36.0,Aggressive,0
45.0,Male,Master's,2.0,5,36.68531293,78.0,82.0,78.0,Moderate,1
50.0,Female,Bachelor's (Type 2),4.0,2,41.90727906,30.0,24.0,75.0,Moderate,0
44.0,Male,Master's,13.0,3,34.36659248,6.0,56.0,60.0,Conservative,0
41.0,Female,PhD,8.0,5,7.279105136,57.0,31.0,78.0,Aggressive,1
46.0,Female,Bachelor's (Type 2),7.0,1,39.27716848,9.0,62.0,33.0,Moderate,0
46.0,Male,PhD,7.0,2,11.50959844,9.0,11.0,69.0,Moderate,0
36.0,Female,Bachelor's (Type 1),7.0,4,17.17214276,38.0,62.0,16.0,Conservative,0
32.0,Female,Bachelor's (Type 1),11.0,4,41.96171061,27.0,76.0,19.0,Aggressive,1
20.0,Female,Bachelor's (Type 1),7.0,1,27.82628042,29.0,91.0,72.0,Conservative,0
21.0,Female,Bachelor's (Type 2),6.0,5,43.99703571,36.0,0.0,58.0,Moderate,0
28.0,Female,Bachelor's (Type 2),7.0,2,11.65176599,66.0,50.0,68.0,Moderate,0
22.0,Male,Bachelor's (Type 1),10.0,1,31.38892193,42.0,69.0,86.0,Aggressive,1
50.0,Female,Bachelor's (Type 1),13.0,5,5.189548627,78.0,7.0,32.0,Moderate,0
20.0,Female,PhD,15.0,2,33.15304968,84.0,67.0,77.0,Moderate,1
40.0,Female,Master's,7.0,4,39.12670189,51.0,4.0,16.0,Moderate,0
35.0,Female,Master's,12.0,2,30.2465447,100.0,88.0,56.0,Aggressive,1
42.0,Female,Master's,13.0,3,14.31157507,55.0,85.0,82.0,Aggressive,1
25.0,Male,Master's,7.0,2,2.567133443,75.0,91.0,96.0,Conservative,1
47.0,Female,Bachelor's (Type 1),11.0,3,6.972444198,67.0,38.0,0.0,Conservative,0
36.0,Male,Bachelor's (Type 2),9.0,2,32.11514895,8.0,22.0,12.0,Moderate,0
24.0,Male,Master's,6.0,3,47.72101084,91.0,67.0,26.0,Aggressive,1
50.0,Male,Bachelor's (Type 2),11.0,4,11.3267202,22.0,51.0,69.0,Moderate,0
24.0,Male,Bachelor's (Type 2),0.0,5,37.75130746,62.0,3.0,58.0,Moderate,0
25.0,Female,Bachelor's (Type 1),3.0,3,44.32255316,60.0,46.0,5.0,Conservative,0
22.0,Male,Bachelor's (Type 2),12.0,3,27.04410892,39.0,20.0,96.0,Moderate,0
40.0,Male,Bachelor's (Type 2),12.0,4,34.46328979,43.0,100.0,93.0,Conservative,0
42.0,Female,Bachelor's (Type 2),15.0,3,41.75076583,85.0,55.0,98.0,Conservative,1
24.0,Female,Bachelor's (Type 2),3.0,1,14.03375789,23.0,65.0,22.0,Conservative,0
40.0,Female,Bachelor's (Type 2),4.0,4,15.84478371,50.0,58.0,9.0,Aggressive,0
24.0,Male,Bachelor's (Type 1),9.0,1,1.031375831,57.0,6.0,50.0,Aggressive,0
29.0,Female,Bachelor's (Type 1),5.0,4,49.15470654,89.0,48.0,18.0,Moderate,0
29.0,Female,Master's,3.0,3,46.87724473,93.0,15.0,50.0,Moderate,0
38.0,Male,Bachelor's (Type 2),14.0,1,39.22841319,32.0,16.0,91.0,Aggressive,1
36.0,Female,Bachelor's (Type 1),1.0,3,4.953801049,15.0,83.0,86.0,Aggressive,1
40.0,Female,Master's,15.0,4,23.37514448,21.0,86.0,67.0,Moderate,1
33.0,Female,Bachelor's (Type 2),5.0,3,6.094587699,56.0,97.0,83.0,Moderate,0
28.0,Female,Bachelor's (Type 2),14.0,1,1.796013363,61.0,74.0,82.0,Moderate,0
33.0,Male,Bachelor's (Type 1),7.0,1,31.80914826,81.0,33.0,41.0,Moderate,0
20.0,Female,Master's,14.0,3,49.04147085,70.0,32.0,90.0,Moderate,0
38.0,Female,Bachelor's (Type 2),7.0,2,46.14340117,89.0,25.0,56.0,Moderate,0
32.0,Male,Bachelor's (Type 2),6.0,4,35.83774075,71.0,65.0,97.0,Aggressive,1
32.0,Female,Master's,5.0,4,5.832029208,69.0,62.0,67.0,Moderate,0
23.0,Male,Bachelor's (Type 2),1.0,3,14.70820188,29.0,86.0,37.0,Moderate,0
49.0,Female,Bachelor's (Type 2),14.0,2,17.00283634,22.0,40.0,61.0,Aggressive,1
20.0,Male,Bachelor's (Type 1),6.0,1,39.15750289,31.0,85.0,6.0,Moderate,0
36.0,Male,Bachelor's (Type 2),10.0,5,41.11245896,85.0,57.0,70.0,Moderate,1
27.0,Male,Bachelor's (Type 1),11.0,5,20.25530615,56.0,97.0,49.0,Moderate,0
21.0,Male,Bachelor's (Type 2),13.0,3,21.89419983,8.0,78.0,51.0,Moderate,0
47.0,Female,Master's,15.0,2,3.225451964,30.0,9.0,25.0,Moderate,0
50.0,Male,Bachelor's (Type 2),13.0,2,15.45683592,70.0,14.0,25.0,Moderate,0
27.0,Female,Bachelor's (Type 2),4.0,4,23.56425886,8.0,41.0,18.0,Conservative,0
26.0,Male,Bachelor's (Type 1),15.0,1,6.849152319,12.0,92.0,8.0,Aggressive,1
45.0,Male,Bachelor's (Type 2),5.0,2,23.66337304,57.0,56.0,60.0,Conservative,0
45.0,Male,Bachelor's (Type 2),9.0,5,43.65879061,2.0,86.0,19.0,Moderate,0
21.0,Female,Master's,7.0,1,30.06605099,34.0,16.0,49.0,Aggressive,1
41.0,Male,Bachelor's (Type 1),15.0,1,4.946492752,96.0,59.0,79.0,Aggressive,1
41.0,Female,Master's,13.0,3,10.58356594,20.0,8.0,80.0,Moderate,0
22.0,Female,Master's,7.0,2,24.72721751,63.0,35.0,21.0,Moderate,0
46.0,Female,Bachelor's (Type 2),2.0,3,19.07435749,94.0,72.0,12.0,Aggressive,1
37.0,Female,Master's,11.0,2,18.93635098,51.0,79.0,11.0,Aggressive,1
31.0,Female,Bachelor's (Type 2),15.0,4,27.46337241,33.0,35.0,9.0,Moderate,0
20.0,Female,Bachelor's (Type 2),11.0,3,30.21979608,95.0,47.0,64.0,Aggressive,1
41.0,Female,Bachelor's (Type 2),13.0,3,40.84307851,34.0,50.0,95.0,Conservative,0
31.0,Female,Bachelor's (Type 2),6.0,5,18.04832817,14.0,96.0,29.0,Moderate,0
24.0,Female,Bachelor's (Type 2),0.0,3,41.27331415,95.0,94.0,7.0,Moderate,0
49.0,Male,Bachelor's (Type 2),0.0,2,17.93056146,5.0,69.0,20.0,Moderate,0
49.0,Male,Bachelor's (Type 2),6.0,5,3.771649447,84.0,73.0,21.0,Aggressive,1
46.0,Male,Bachelor's (Type 2),14.0,3,28.70938255,96.0,79.0,17.0,Conservative,0
44.0,Male,Bachelor's (Type 1),14.0,3,30.39511624,31.0,67.0,65.0,Aggressive,1
36.0,Male,PhD,9.0,4,47.72701228,51.0,21.0,47.0,Moderate,0
35.0,Female,Master's,8.0,3,37.3030663,82.0,76.0,43.0,Moderate,1
50.0,Female,Bachelor's (Type 2),6.0,1,46.88863262,96.0,79.0,8.0,Aggressive,1
34.0,Female,Bachelor's (Type 1),9.0,5,46.41736051,27.0,92.0,66.0,Moderate,0
42.0,Female,Master's,4.0,1,31.22870551,94.0,5.0,53.0,Conservative,0
34.0,Female,Master's,7.0,5,27.38810327,84.0,25.0,25.0,Moderate,0
24.0,Female,Master's,1.0,4,28.87204836,97.0,74.0,84.0,Conservative,1
40.0,Female,Bachelor's (Type 2),8.0,3,49.91654038,63.0,87.0,93.0,Conservative,0
33.0,Male,Bachelor's (Type 2),5.0,3,39.65838459,78.0,92.0,91.0,Moderate,0
21.0,Male,Bachelor's (Type 1),12.0,3,6.31329524,77.0,2.0,99.0,Moderate,0
30.0,Male,Bachelor's (Type 1),8.0,5,39.92142034,18.0,51.0,25.0,Moderate,0
38.0,Male,Master's,15.0,3,9.526902445,14.0,73.0,33.0,Moderate,0
26.0,Female,Master's,1.0,1,23.36752745,5.0,59.0,7.0,Aggressive,1
25.0,Female,Bachelor's (Type 2),2.0,3,11.52298361,72.0,62.0,9.0,Conservative,0
47.0,Female,Master's,11.0,4,35.47915328,100.0,64.0,47.0,Moderate,1
21.0,Male,Bachelor's (Type 2),7.0,1,44.86548681,83.0,51.0,54.0,Moderate,0
25.0,Female,Bachelor's (Type 2),0.0,3,15.51809427,97.0,89.0,53.0,Moderate,0
37.0,Female,Bachelor's (Type 2),14.0,3,5.10053706,37.0,75.0,77.0,Moderate,0
21.0,Female,PhD,9.0,2,15.9246549,25.0,13.0,39.0,Conservative,0
37.0,Male,Bachelor's (Type 1),14.0,5,34.6180929,81.0,88.0,14.0,Moderate,0
49.0,Female,PhD,14.0,1,17.43800638,91.0,71.0,80.0,Aggressive,1
34.0,Male,Master's,14.0,2,14.90560838,50.0,67.0,17.0,Aggressive,1
46.0,Male,Bachelor's (Type 1),6.0,4,10.22175953,72.0,27.0,95.0,Conservative,0
38.0,Male,Bachelor's (Type 2),6.0,5,25.87582134,95.0,70.0,22.0,Moderate,0
50.0,Male,Master's,12.0,1,14.79744141,52.0,9.0,61.0,Conservative,0
21.0,Female,Bachelor's (Type 2),0.0,3,37.55051746,55.0,56.0,45.0,Aggressive,0
39.0,Male,PhD,15.0,1,4.8311201,58.0,99.0,86.0,Aggressive,1
44.0,Male,PhD,8.0,3,34.20165166,69.0,65.0,98.0,Aggressive,1
25.0,Female,Bachelor's (Type 2),7.0,5,12.87800073,77.0,89.0,38.0,Moderate,0
20.0,Female,Bachelor's (Type 2),3.0,3,25.46396305,91.0,49.0,14.0,Moderate,0
43.0,Male,PhD,9.0,4,15.3044961,57.0,13.0,52.0,Aggressive,1
34.0,Female,Bachelor's (Type 2),10.0,3,37.1384338,87.0,15.0,87.0,Moderate,0
47.0,Male,Bachelor's (Type 1),4.0,4,48.26535201,12.0,53.0,63.0,Moderate,0
49.0,Male,Bachelor's (Type 1),1.0,5,46.85383897,42.0,42.0,62.0,Aggressive,0
42.0,Male,Bachelor's (Type 2),12.0,5,30.17131076,75.0,41.0,91.0,Moderate,0
29.0,Male,PhD,15.0,1,24.13051516,50.0,80.0,79.0,Moderate,1
38.0,Female,Master's,8.0,4,41.91502547,18.0,21.0,15.0,Aggressive,1
36.0,Male,Bachelor's (Type 2),14.0,4,35.16631813,20.0,67.0,69.0,Aggressive,1
24.0,Female,Bachelor's (Type 1),11.0,2,10.17820571,90.0,18.0,65.0,Moderate,0
48.0,Female,Bachelor's (Type 2),11.0,2,42.04596068,82.0,65.0,12.0,Moderate,0
23.0,Female,Master's,5.0,2,22.44421947,23.0,38.0,46.0,Conservative,0
29.0,Female,Bachelor's (Type 1),2.0,3,10.449283,25.0,72.0,8.0,Moderate,0
43.0,Male,Bachelor's (Type 2),11.0,2,15.08986752,44.0,18.0,62.0,Aggressive,1
36.0,Female,Bachelor's (Type 1),6.0,4,14.37635151,27.0,15.0,33.0,Conservative,0
29.0,Male,Bachelor's (Type 2),8.0,3,26.96034873,81.0,53.0,80.0,Conservative,1
36.0,Female,PhD,2.0,5,12.71850453,99.0,24.0,90.0,Moderate,0
47.0,Female,Bachelor's (Type 2),15.0,1,7.17832437,28.0,17.0,28.0,Conservative,0
39.0,Male,Bachelor's (Type 2),1.0,2,7.184542531,16.0,22.0,36.0,Moderate,0
43.0,Male,Bachelor's (Type 2),15.0,5,30.16380986,67.0,84.0,42.0,Moderate,0
24.0,Male,PhD,6.0,4,37.73796444,43.0,10.0,85.0,Moderate,0
21.0,Female,Bachelor's (Type 1),6.0,1,17.07665044,60.0,38.0,63.0,Moderate,0
25.0,Female,Bachelor's (Type 2),3.0,5,2.732535491,92.0,67.0,23.0,Aggressive,1
40.0,Male,Bachelor's (Type 2),10.0,1,7.361244347,67.0,24.0,70.0,Conservative,0
21.0,Male,Master's,8.0,2,46.73472802,73.0,62.0,33.0,Conservative,1
32.0,Male,Bachelor's (Type 2),15.0,4,25.67718298,24.0,95.0,47.0,Moderate,0
49.0,Male,Bachelor's (Type 1),13.0,1,23.67864048,94.0,29.0,11.0,Moderate,0
30.0,Female,Bachelor's (Type 2),7.0,5,2.902458916,66.0,44.0,22.0,Aggressive,0
30.0,Male,Master's,12.0,2,37.43185112,1.0,89.0,78.0,Aggressive,1
35.0,Male,Bachelor's (Type 1),12.0,2,27.40340405,88.0,60.0,96.0,Aggressive,1
30.0,Male,Master's,0.0,5,11.1040468,48.0,99.0,12.0,Moderate,0
38.0,Male,Bachelor's (Type 1),0.0,5,6.503688009,69.0,50.0,86.0,Conservative,0
34.0,Female,Bachelor's (Type 2),4.0,1,20.16939318,25.0,97.0,95.0,Aggressive,1
44.0,Male,Bachelor's (Type 2),5.0,3,42.85809821,71.0,8.0,44.0,Aggressive,0
42.0,Female,Master's,2.0,2,44.26472796,98.0,75.0,98.0,Moderate,1
42.0,Male,Bachelor's (Type 2),12.0,1,31.14231902,26.0,1.0,64.0,Aggressive,1
35.0,Male,Master's,8.0,5,37.37682136,88.0,4.0,46.0,Conservative,0
50.0,Female,Master's,11.0,1,6.75778937,17.0,61.0,57.0,Moderate,0
30.0,Male,Bachelor's (Type 2),9.0,5,30.40630327,53.0,68.0,4.0,Aggressive,1
41.0,Female,Master's,13.0,4,34.34828517,0.0,51.0,76.0,Aggressive,1
35.0,Female,Master's,14.0,5,11.03564215,60.0,85.0,4.0,Aggressive,1
27.0,Male,Bachelor's (Type 1),5.0,5,45.00773665,2.0,4.0,59.0,Moderate,0
23.0,Female,Bachelor's (Type 2),3.0,5,10.74983688,67.0,58.0,95.0,Aggressive,1
27.0,Female,PhD,11.0,3,16.67386799,40.0,67.0,20.0,Moderate,0
23.0,Female,Bachelor's (Type 1),6.0,5,32.02784235,36.0,8.0,23.0,Moderate,0
43.0,Female,Master's,7.0,2,32.91750326,50.0,92.0,17.0,Aggressive,1
44.0,Female,PhD,8.0,2,35.96923705,14.0,21.0,20.0,Aggressive,1
22.0,Female,Bachelor's (Type 1),12.0,1,6.600585653,7.0,26.0,53.0,Moderate,0
22.0,Female,Bachelor's (Type 2),15.0,3,43.4732215,37.0,9.0,9.0,Moderate,0
46.0,Female,Bachelor's (Type 2),10.0,1,27.64235661,82.0,79.0,23.0,Conservative,0
48.0,Male,Bachelor's (Type 2),5.0,2,24.56608971,55.0,60.0,84.0,Aggressive,1
37.0,Male,Bachelor's (Type 1),14.0,2,50.05488123,46.0,50.0,88.0,Aggressive,1
48.0,Female,Bachelor's (Type 1),5.0,4,38.01891485,89.0,9.0,59.0,Aggressive,0
45.0,Male,Bachelor's (Type 2),7.0,5,6.900301331,9.0,5.0,56.0,Moderate,0
38.0,Female,Master's,11.0,2,38.82695836,77.0,61.0,22.0,Moderate,1
38.0,Female,Master's,4.0,1,5.762446699,48.0,4.0,21.0,Conservative,0
40.0,Male,Bachelor's (Type 2),13.0,1,2.373528126,40.0,69.0,67.0,Moderate,0
24.0,Female,Bachelor's (Type 1),2.0,5,21.18129476,82.0,62.0,33.0,Aggressive,1
37.0,Female,Bachelor's (Type 2),11.0,5,50.67890864,29.0,55.0,69.0,Moderate,0
47.0,Female,Bachelor's (Type 2),2.0,4,9.74419681,4.0,58.0,27.0,Conservative,0
29.0,Female,PhD,12.0,3,34.63221718,94.0,62.0,94.0,Moderate,1
48.0,Male,Master's,5.0,1,9.66980331,70.0,88.0,98.0,Moderate,0
41.0,Female,Master's,1.0,5,37.23934875,82.0,58.0,38.0,Conservative,0
